Cytochrom_B559_int_PsbJ, seqPair 1, auc = 0.939, sens = 1.000, spec = 0.778, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repress_int_FeoA, seqPair 6, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fer2_int_NADH-G_4Fe-4S_3, seqPair 3, auc = 1.000, sens = 1.000, spec = 0.824, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 5, auc = 0.929, sens = 1.000, spec = 0.867, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ADAM_CR_int_Disintegrin, seqPair 18, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Copper-bind_int_Cytochrom_C, seqPair 10, auc = 0.964, sens = 1.000, spec = 0.966, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repress_int_FeoA, seqPair 7, auc = 1.000, sens = 1.000, spec = 0.941, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fer2_int_NADH-G_4Fe-4S_3, seqPair 4, auc = 1.000, sens = 1.000, spec = 0.875, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 3, auc = 1.000, sens = 1.000, spec = 0.875, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 6, auc = 1.000, sens = 1.000, spec = 0.769, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repress_int_FeoA, seqPair 8, auc = 1.000, sens = 1.000, spec = 0.824, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fer2_int_NADH-G_4Fe-4S_3, seqPair 5, auc = 1.000, sens = 1.000, spec = 0.933, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1954_int_Stap_Strp_tox_C, seqPair 8, auc = 0.983, sens = 0.963, spec = 0.897, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
APT_int_Pertussis_S2S3, seqPair 6, auc = 0.985, sens = 1.000, spec = 0.975, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ADAM_CR_int_Disintegrin, seqPair 19, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repress_int_FeoA, seqPair 9, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 4, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fer2_int_NADH-G_4Fe-4S_3, seqPair 6, auc = 1.000, sens = 1.000, spec = 0.933, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 7, auc = 1.000, sens = 1.000, spec = 0.941, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 1, auc = 0.949, sens = 0.929, spec = 0.765, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Copper-bind_int_Cytochrom_C, seqPair 11, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repress_int_FeoA, seqPair 10, auc = 1.000, sens = 1.000, spec = 0.882, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fer2_int_NADH-G_4Fe-4S_3, seqPair 7, auc = 0.993, sens = 1.000, spec = 0.923, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 2, auc = 0.944, sens = 0.929, spec = 0.929, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 8, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repress_int_FeoA, seqPair 11, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
APT_int_Pertussis_S2S3, seqPair 7, auc = 0.980, sens = 1.000, spec = 0.953, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 5, auc = 0.994, sens = 0.923, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fer2_int_NADH-G_4Fe-4S_3, seqPair 8, auc = 0.993, sens = 1.000, spec = 0.923, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 3, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repress_int_FeoA, seqPair 12, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fer2_int_NADH-G_4Fe-4S_3, seqPair 9, auc = 1.000, sens = 1.000, spec = 0.833, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 9, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1954_int_Stap_Strp_tox_C, seqPair 9, auc = 0.958, sens = 0.964, spec = 0.900, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 4, auc = 0.916, sens = 0.867, spec = 0.867, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Copper-bind_int_Cytochrom_C, seqPair 12, auc = 0.998, sens = 0.960, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 6, auc = 0.997, sens = 1.000, spec = 0.944, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fer2_int_NADH-G_4Fe-4S_3, seqPair 10, auc = 1.000, sens = 1.000, spec = 0.938, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
APT_int_Pertussis_S2S3, seqPair 8, auc = 0.983, sens = 1.000, spec = 0.975, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 10, auc = 1.000, sens = 1.000, spec = 0.917, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 5, auc = 0.964, sens = 0.538, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 1, auc = 0.950, sens = 0.958, spec = 0.920, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fer2_int_NADH-G_4Fe-4S_3, seqPair 11, auc = 1.000, sens = 1.000, spec = 0.938, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 6, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 11, auc = 1.000, sens = 1.000, spec = 0.909, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 7, auc = 0.951, sens = 1.000, spec = 0.882, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fer2_int_NADH-G_4Fe-4S_3, seqPair 12, auc = 1.000, sens = 1.000, spec = 0.938, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 2, auc = 0.993, sens = 0.958, spec = 0.885, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 7, auc = 1.000, sens = 1.000, spec = 0.875, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
APT_int_Pertussis_S2S3, seqPair 9, auc = 0.985, sens = 1.000, spec = 0.953, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Copper-bind_int_Cytochrom_C, seqPair 13, auc = 1.000, sens = 1.000, spec = 0.929, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fer2_int_NADH-G_4Fe-4S_3, seqPair 13, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 12, auc = 1.000, sens = 1.000, spec = 0.938, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 8, auc = 1.000, sens = 1.000, spec = 0.882, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 8, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fer2_int_NADH-G_4Fe-4S_3, seqPair 14, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1954_int_Stap_Strp_tox_C, seqPair 10, auc = 0.949, sens = 0.981, spec = 0.883, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 3, auc = 0.957, sens = 1.000, spec = 0.958, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 9, auc = 0.993, sens = 1.000, spec = 0.923, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 13, auc = 0.983, sens = 1.000, spec = 0.786, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
APT_int_Pertussis_S2S3, seqPair 10, auc = 1.000, sens = 1.000, spec = 0.927, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 9, auc = 1.000, sens = 1.000, spec = 0.941, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 10, auc = 0.995, sens = 1.000, spec = 0.875, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Copper-bind_int_Cytochrom_C, seqPair 14, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 14, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 4, auc = 1.000, sens = 1.000, spec = 0.957, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 11, auc = 0.926, sens = 0.889, spec = 0.941, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 15, auc = 0.931, sens = 1.000, spec = 0.923, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 10, auc = 0.960, sens = 1.000, spec = 0.789, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
APT_int_Pertussis_S2S3, seqPair 11, auc = 1.000, sens = 1.000, spec = 0.930, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 12, auc = 0.988, sens = 1.000, spec = 0.812, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fumarate_red_C_int_Fumarate_red_D, seqPair 1, auc = 0.948, sens = 0.991, spec = 0.847, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 5, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1954_int_Stap_Strp_tox_C, seqPair 11, auc = 0.987, sens = 1.000, spec = 0.910, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
ACT_int_ALS_ss_C, seqPair 13, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Copper-bind_int_Cytochrom_C, seqPair 15, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 16, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 11, auc = 1.000, sens = 1.000, spec = 0.889, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
APT_int_Pertussis_S2S3, seqPair 12, auc = 0.999, sens = 1.000, spec = 0.947, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 17, auc = 0.906, sens = 0.875, spec = 0.933, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 6, auc = 0.963, sens = 1.000, spec = 0.917, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 1, auc = 1.000, sens = 1.000, spec = 0.900, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 12, auc = 0.974, sens = 0.929, spec = 0.867, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 18, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Copper-bind_int_Cytochrom_C, seqPair 16, auc = 1.000, sens = 1.000, spec = 0.962, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 7, auc = 1.000, sens = 1.000, spec = 0.920, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 2, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Alpha_adaptin_C_int_Alpha_adaptinC2, seqPair 1, auc = 1.000, sens = 1.000, spec = 0.974, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fumarate_red_C_int_Fumarate_red_D, seqPair 2, auc = 0.953, sens = 0.991, spec = 0.866, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
E3_binding_int_Transketolase_C, seqPair 19, auc = 0.951, sens = 1.000, spec = 0.938, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1954_int_Stap_Strp_tox_C, seqPair 12, auc = 0.969, sens = 1.000, spec = 0.913, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 13, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 8, auc = 1.000, sens = 1.000, spec = 0.957, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 3, auc = 1.000, sens = 1.000, spec = 0.889, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Alpha_adaptin_C_int_Alpha_adaptinC2, seqPair 2, auc = 1.000, sens = 1.000, spec = 0.975, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Copper-bind_int_Cytochrom_C, seqPair 17, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 14, auc = 0.967, sens = 0.737, spec = 0.933, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 1, auc = 0.977, sens = 0.943, spec = 0.917, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 9, auc = 1.000, sens = 1.000, spec = 0.952, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 4, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
CheY-binding_int_Response_reg, seqPair 1, auc = 1.000, sens = 1.000, spec = 0.875, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fumarate_red_C_int_Fumarate_red_D, seqPair 3, auc = 0.963, sens = 0.991, spec = 0.855, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Alpha_adaptin_C_int_Alpha_adaptinC2, seqPair 3, auc = 0.979, sens = 1.000, spec = 0.950, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 15, auc = 0.993, sens = 1.000, spec = 0.800, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1954_int_Stap_Strp_tox_C, seqPair 13, auc = 0.948, sens = 1.000, spec = 0.842, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 10, auc = 1.000, sens = 1.000, spec = 0.885, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
CheY-binding_int_Response_reg, seqPair 2, auc = 1.000, sens = 1.000, spec = 0.955, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 5, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 2, auc = 1.000, sens = 1.000, spec = 0.966, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
CheY-binding_int_Response_reg, seqPair 3, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Alpha_adaptin_C_int_Alpha_adaptinC2, seqPair 4, auc = 1.000, sens = 1.000, spec = 0.975, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
B12-binding_int_B12-binding_2, seqPair 16, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 6, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 11, auc = 0.972, sens = 1.000, spec = 0.958, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 3, auc = 1.000, sens = 1.000, spec = 0.963, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
CheY-binding_int_Response_reg, seqPair 4, auc = 0.956, sens = 1.000, spec = 0.864, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fumarate_red_C_int_Fumarate_red_D, seqPair 4, auc = 0.966, sens = 1.000, spec = 0.863, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 7, auc = 1.000, sens = 1.000, spec = 0.778, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 12, auc = 1.000, sens = 1.000, spec = 0.920, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Alpha_adaptin_C_int_Alpha_adaptinC2, seqPair 5, auc = 1.000, sens = 1.000, spec = 0.950, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1954_int_Stap_Strp_tox_C, seqPair 14, auc = 0.977, sens = 1.000, spec = 0.855, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
CheY-binding_int_Response_reg, seqPair 5, auc = 1.000, sens = 1.000, spec = 0.909, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 4, auc = 1.000, sens = 1.000, spec = 0.920, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 8, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 13, auc = 0.997, sens = 0.944, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
CheY-binding_int_Response_reg, seqPair 6, auc = 1.000, sens = 1.000, spec = 0.955, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Alpha_adaptin_C_int_Alpha_adaptinC2, seqPair 6, auc = 0.959, sens = 1.000, spec = 0.952, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 1, auc = 0.831, sens = 0.593, spec = 0.762, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
CheY-binding_int_Response_reg, seqPair 7, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 9, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 14, auc = 0.994, sens = 0.944, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 5, auc = 0.992, sens = 1.000, spec = 0.931, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fumarate_red_C_int_Fumarate_red_D, seqPair 5, auc = 0.965, sens = 0.991, spec = 0.899, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1954_int_Stap_Strp_tox_C, seqPair 15, auc = 0.968, sens = 1.000, spec = 0.857, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
CheY-binding_int_Response_reg, seqPair 8, auc = 1.000, sens = 1.000, spec = 0.955, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Alpha_adaptin_C_int_Alpha_adaptinC2, seqPair 7, auc = 1.000, sens = 1.000, spec = 0.927, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 10, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 15, auc = 1.000, sens = 1.000, spec = 0.933, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
CheY-binding_int_Response_reg, seqPair 9, auc = 1.000, sens = 1.000, spec = 0.917, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 6, auc = 1.000, sens = 1.000, spec = 0.933, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 11, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Alpha_adaptin_C_int_Alpha_adaptinC2, seqPair 8, auc = 1.000, sens = 1.000, spec = 0.976, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 2, auc = 0.943, sens = 0.926, spec = 0.847, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
CheY-binding_int_Response_reg, seqPair 10, auc = 1.000, sens = 1.000, spec = 0.957, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 16, auc = 1.000, sens = 1.000, spec = 0.941, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 12, auc = 1.000, sens = 1.000, spec = 0.846, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fumarate_red_C_int_Fumarate_red_D, seqPair 6, auc = 0.939, sens = 0.991, spec = 0.906, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
CheY-binding_int_Response_reg, seqPair 11, auc = 1.000, sens = 1.000, spec = 0.875, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1954_int_Stap_Strp_tox_C, seqPair 16, auc = 0.973, sens = 0.960, spec = 0.923, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 7, auc = 1.000, sens = 1.000, spec = 0.929, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 17, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Alpha_adaptin_C_int_Alpha_adaptinC2, seqPair 9, auc = 0.999, sens = 1.000, spec = 0.949, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
CheY-binding_int_Response_reg, seqPair 12, auc = 0.998, sens = 1.000, spec = 0.875, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 13, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fe_dep_repr_C_int_FeoA, seqPair 18, auc = 1.000, sens = 1.000, spec = 0.944, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 8, auc = 0.967, sens = 0.125, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
La_int_RRM_1, seqPair 1, auc = 0.992, sens = 0.909, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Alpha_adaptin_C_int_Alpha_adaptinC2, seqPair 10, auc = 0.977, sens = 1.000, spec = 0.860, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 3, auc = 0.931, sens = 0.425, spec = 0.944, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 14, auc = 1.000, sens = 1.000, spec = 0.889, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
La_int_RRM_1, seqPair 2, auc = 1.000, sens = 1.000, spec = 0.909, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 1, auc = 0.999, sens = 1.000, spec = 0.963, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
La_int_RRM_1, seqPair 3, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fumarate_red_C_int_Fumarate_red_D, seqPair 7, auc = 0.979, sens = 0.963, spec = 0.913, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1954_int_Stap_Strp_tox_C, seqPair 17, auc = 0.978, sens = 0.960, spec = 0.960, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
La_int_RRM_1, seqPair 4, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 15, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 9, auc = 1.000, sens = 1.000, spec = 0.966, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Alpha_adaptin_C_int_Alpha_adaptinC2, seqPair 11, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
La_int_RRM_1, seqPair 5, auc = 1.000, sens = 1.000, spec = 0.900, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
La_int_RRM_1, seqPair 6, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 2, auc = 0.997, sens = 1.000, spec = 0.962, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 16, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
La_int_RRM_1, seqPair 7, auc = 1.000, sens = 1.000, spec = 0.875, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
La_int_RRM_1, seqPair 8, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 10, auc = 0.972, sens = 1.000, spec = 0.875, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
